AID,SCID,AH_PVT,Sup_Parent,Parent_Div,Agr_1,Agr_2,Agr_3,Agr_4,Ima_1,Ima_2,Ima_3,Ima_4
91570926,053,94,1,NA,4,3,3,4,3,2,2,2
93579235,086,99,2,Divorced,3,4,2,3,4,2,2,2
90710297,028,116,2,Married,4,4,3,3,5,2,3,2
98500236,042,98,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99716232,164,84,2,Divorced,5,5,5,5,3,5,5,4
91573617,002,114,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99575398,147,98,2,Married,4,3,2,2,4,2,2,2
99570378,064,NA,2,Married,3,4,2,2,2,4,2,2
93714111,077,83,1,Married,4,3,3,3,3,3,3,3
96575086,085,70,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
98718108,017,113,2,Divorced,4,4,2,2,2,4,4,4
95548074,054,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94576560,075,61,2,Married,5,4,2,2,5,4,4,2
90714918,054,79,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97577388,086,100,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95570621,041,93,1,Married,4,3,3,3,1,3,3,2
95578042,077,107,1,Divorced,4,3,4,4,3,2,3,2
92575278,041,101,2,Married,5,5,1,2,4,2,2,2
98718912,058,106,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
90575521,006,84,2,Married,4,4,3,3,2,2,3,3
90578028,020,NA,1,Married,4,4,2,2,2,4,3,3
99577325,092,NA,2,Married,3,3,2,2,3,3,3,2
93508161,035,99,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98579997,053,92,1,NA,4,4,2,2,3,2,2,2
99676350,067,101,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96715123,076,109,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91579291,058,113,2,Married,5,4,2,2,3,3,3,2
94574413,025,104,2,Married,4,3,3,2,3,3,3,3
95506398,078,92,1,Married,5,5,1,1,3,3,3,2
99576794,142,112,2,Married,4,4,2,2,4,4,2,2
95572918,371,126,2,Married,4,4,2,3,4,3,3,2
95576041,259,89,NA,Divorced,5,4,2,3,3,2,3,2
90577782,085,93,2,Married,5,4,2,2,5,2,2,1
96573956,028,109,2,Married,5,4,1,5,2,3,3,2
91579272,050,107,1,Married,5,3,1,1,5,2,2,2
93575420,025,82,2,Married,3,3,3,3,3,3,3,3
93578298,149,82,2,NA,4,4,2,3,4,2,2,2
93506592,059,97,2,Married,5,3,1,2,4,4,2,2
96574602,056,87,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99573946,024,105,1,Divorced,3,3,3,3,4,3,3,3
92573916,035,105,2,Divorced,4,3,1,3,4,1,2,2
99500253,084,94,1,Married,4,1,2,3,3,3,3,2
91506996,079,111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
90506483,026,95,2,Married,2,2,2,2,2,2,2,2
97508461,025,87,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94624976,065,91,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
92572106,179,91,1,Married,4,4,1,1,4,2,2,1
97570555,015,92,1,Married,4,4,2,2,4,3,3,2
96579270,144,95,2,Married,4,4,2,2,4,2,2,2
91576218,033,118,2,Divorced,5,4,3,1,5,3,3,3
93500354,025,79,2,Married,4,4,2,2,4,2,4,2
92578843,270,120,1,Married,5,5,1,1,5,2,1,1
91576896,269,103,1,Married,4,4,2,2,2,2,3,3
95572879,999,107,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
92576190,007,114,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91886982,033,92,1,Divorced,5,4,4,4,4,3,4,3
96586990,077,79,2,Married,4,2,3,2,3,2,3,4
95577227,054,83,2,Married,3,4,2,2,5,2,2,1
90577321,077,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91572222,369,95,2,Married,5,4,1,1,4,4,3,1
95575019,077,93,2,Divorced,4,4,2,2,4,2,2,2
94713503,194,105,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91506207,017,88,2,Married,4,4,2,2,4,3,4,2
97570024,058,82,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99571419,060,110,1,Divorced,4,4,2,2,4,3,2,2
90578260,171,111,2,Married,4,4,2,3,4,2,4,2
98575942,078,127,1,Married,5,4,1,1,4,2,2,2
94572807,025,73,2,Divorced,4,4,3,4,2,3,3,4
91578625,999,94,2,Divorced,4,2,2,2,4,2,2,2
95504943,176,107,2,Divorced,4,4,2,4,4,2,2,2
99571316,271,NA,1,Married,5,4,2,2,4,3,4,5
94579999,006,110,2,NA,4,3,1,1,2,2,3,2
96713138,071,87,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99506149,077,106,2,Divorced,4,4,2,2,4,1,2,1
93576330,006,100,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91588911,072,101,1,Married,5,4,2,2,4,2,2,2
91646126,020,83,2,Married,4,3,3,2,3,2,3,3
98575945,076,105,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94504828,062,79,1,Divorced,4,2,4,4,3,4,2,2
91578390,150,82,1,Married,4,3,2,3,4,3,3,2
96573617,117,94,1,Married,4,3,2,2,3,2,2,2
99678670,086,65,NA,Married,5,4,2,2,4,2,4,1
91710339,174,102,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
96573253,177,97,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
93578217,068,120,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94714230,070,75,1,Married,3,4,4,3,3,2,3,2
95712146,059,79,NA,Married,4,4,2,2,4,2,2,2
57134457,008,104,1,Married,4,4,2,2,4,4,4,2
95714315,041,95,1,Divorced,4,3,3,2,2,3,3,3
99574505,123,98,2,Married,4,4,2,3,4,3,3,3
91576129,071,109,2,Married,5,4,2,1,3,1,1,2
91719370,185,91,1,Divorced,4,4,1,1,4,2,2,1
96576987,160,113,1,Divorced,5,5,1,1,3,2,1,2
98711167,055,100,2,Married,4,3,3,3,4,2,3,2
91686925,162,100,2,Divorced,4,4,2,3,4,3,3,2
98506692,058,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
18614276,041,118,2,Married,4,4,2,2,4,2,2,2
96570212,085,97,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98717367,068,86,2,Married,4,3,3,3,4,3,3,2
93572993,026,NA,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97579949,149,104,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91580998,049,119,1,Married,4,5,2,3,4,4,2,2
98570616,006,78,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96575820,203,97,2,Married,5,2,2,1,5,4,4,2
97715923,007,92,1,Married,5,5,1,1,4,NA,NA,2
92570053,118,128,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97576210,117,109,2,Married,4,2,2,3,2,2,3,4
92576996,059,134,1,Married,3,4,2,3,4,2,3,2
96579236,071,92,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91715935,065,102,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95575275,077,80,1,Divorced,4,4,2,2,4,4,4,2
93504600,009,101,1,Married,2,2,1,3,1,2,2,5
97574019,121,96,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99508762,020,99,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94575820,077,101,2,Married,4,5,3,1,3,2,2,3
93579333,133,93,2,Divorced,4,4,2,2,4,2,2,2
91712236,054,94,2,Married,5,4,2,2,4,2,2,2
92572170,270,102,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91710852,042,96,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99575361,157,104,2,Married,4,4,2,1,5,2,2,2
93548372,185,107,1,Divorced,4,4,3,3,4,2,2,2
92575825,159,106,1,Married,5,4,2,2,2,4,3,3
98504405,047,102,1,Divorced,4,3,2,3,2,2,3,2
91614172,203,107,1,Married,4,3,3,3,3,3,3,2
95506332,061,95,1,Married,4,3,3,3,5,3,2,2
98574432,146,80,1,Divorced,4,4,2,2,4,3,3,2
90578940,029,105,NA,Married,5,5,1,1,5,1,1,1
94576299,121,82,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97710115,021,102,1,Married,4,2,3,3,2,3,3,3
95571316,087,85,1,Divorced,1,5,1,1,5,1,1,1
27674443,269,70,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
57148711,029,67,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
99715369,012,96,1,Married,4,4,2,2,3,3,3,3
99676658,062,79,1,Married,4,3,3,3,3,2,4,2
97504384,050,79,2,Married,5,5,2,1,4,3,3,2
90575527,047,116,NA,Divorced,4,4,2,1,5,2,2,2
94575339,085,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90506296,077,95,2,Married,4,4,2,2,2,3,3,2
90578441,058,102,2,Married,3,1,4,5,5,3,5,2
94717360,020,114,1,Divorced,5,3,2,2,4,3,4,3
98676952,999,75,1,Divorced,4,3,3,3,1,3,3,3
98574403,079,119,1,Divorced,4,4,1,1,1,2,2,1
95716099,086,130,1,Married,4,4,2,3,4,2,4,2
95576892,058,76,2,Married,5,2,2,2,4,2,2,2
92576012,022,116,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96579952,080,113,1,Married,4,2,1,2,2,3,3,2
95716424,094,97,1,Married,5,5,1,1,5,1,3,1
94572326,058,113,2,Married,4,4,2,2,4,2,2,2
95578845,093,98,2,Married,4,4,2,2,3,2,4,2
99576166,055,105,2,Divorced,3,3,2,2,2,2,2,2
95570220,118,119,2,NA,4,4,2,1,4,3,3,2
94578966,193,98,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96716966,065,91,2,Divorced,1,3,3,3,5,4,1,1
97575828,041,125,1,NA,4,4,2,2,5,2,2,2
97718185,271,107,2,Married,4,2,2,3,4,2,2,2
93574535,020,116,2,NA,4,4,2,2,4,3,3,2
92718967,020,100,1,Married,4,2,2,2,4,2,2,2
96579246,077,123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
91575012,144,93,2,Married,5,4,2,1,2,4,2,4
97574410,068,104,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96714937,025,84,1,Divorced,4,4,1,4,3,4,3,2
92578248,133,92,1,Divorced,4,2,2,3,4,1,1,1
90716972,054,91,1,Married,5,3,2,1,4,3,2,2
92572210,039,99,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91786925,177,96,2,Divorced,4,4,2,2,4,2,3,2
91718081,041,84,2,Married,5,4,2,3,3,3,3,3
93501256,077,102,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94571966,203,82,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98504703,060,115,1,Married,4,4,2,2,4,2,2,2
96572298,120,96,1,Divorced,5,4,1,1,5,1,1,1
98573499,176,95,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96576828,027,74,NA,Married,5,4,3,3,2,3,3,3
98578746,091,112,2,Divorced,4,4,2,2,5,2,2,1
90574815,077,84,1,Married,4,1,2,2,3,3,3,3
93579992,028,95,1,Married,4,4,2,2,3,1,3,2
98575676,150,110,1,Married,5,4,1,1,3,1,2,1
94572918,062,96,1,Divorced,5,4,2,2,4,3,3,2
91575942,259,84,1,Married,4,3,2,2,3,3,3,3
92575231,999,102,2,Married,3,4,2,3,4,2,3,2
90500970,127,116,1,Married,4,2,2,3,3,2,3,2
97578744,027,NA,1,Divorced,2,4,4,4,4,4,4,2
92579991,093,97,2,Married,4,4,3,2,4,2,2,2
95575166,058,81,NA,Married,5,4,2,3,3,4,2,2
91578502,019,113,2,Married,3,3,3,4,4,2,2,2
92578944,079,82,1,Married,5,4,2,4,3,3,3,2
98577324,077,103,1,Married,5,4,2,3,3,3,2,2
99575800,077,74,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91548967,078,106,2,Divorced,4,3,2,3,5,3,3,1
93506594,166,101,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
97572287,067,74,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95718918,040,115,1,Married,2,4,1,4,2,2,2,2
93504704,081,105,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90572280,270,113,1,Married,5,4,1,2,4,3,3,2
57141675,059,119,1,NA,4,3,2,2,3,3,2,2
91504646,123,87,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
91882940,085,108,2,Divorced,4,4,2,2,3,3,3,2
93576693,080,114,1,Married,4,4,2,2,4,3,3,2
98711364,077,114,2,Married,4,3,3,3,3,3,3,3
93714291,050,107,1,Divorced,4,3,2,3,2,2,2,2
99578244,078,NA,1,Married,4,4,2,3,4,2,4,2
94572560,117,93,2,Married,5,5,1,1,5,3,2,1
57228523,270,98,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99578188,028,109,1,Divorced,4,4,3,2,3,2,3,3
95572865,015,110,1,Married,4,4,3,3,4,3,3,3
99575216,021,83,2,Married,4,4,2,4,2,4,4,2
99546772,012,82,NA,Married,5,4,2,2,4,2,2,2
94508139,072,74,2,Divorced,5,4,3,4,3,3,3,3
96717165,033,83,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94578949,052,81,1,Divorced,3,3,3,2,3,3,3,3
92718087,067,123,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
96575903,066,110,1,Divorced,4,4,2,2,4,2,2,2
94571164,003,92,2,Married,3,3,1,3,4,3,3,1
96506592,072,103,2,Divorced,5,4,1,1,4,2,2,2
96578444,039,NA,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97570477,058,79,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91884905,022,87,2,Divorced,5,4,2,2,4,2,3,2
97546990,269,81,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
99576496,077,100,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
98508322,068,104,1,Divorced,4,4,2,2,4,2,3,1
94571857,033,82,2,Divorced,4,4,3,2,3,3,3,2
92579337,106,NA,2,Married,3,4,2,3,2,2,3,3
94570377,081,75,2,Married,4,3,2,3,3,3,3,1
98571810,003,123,2,Married,2,1,2,5,3,3,2,2
94710771,007,95,2,Married,5,4,1,5,4,2,3,2
90572878,029,86,NA,Married,5,4,3,2,5,4,3,2
95714481,193,99,2,Married,5,3,2,2,3,3,2,2
99719932,058,84,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97576495,040,114,2,Divorced,4,5,5,1,4,2,3,1
96508068,058,108,1,Married,4,3,2,2,3,3,2,3
96570612,142,107,2,NA,3,3,3,3,3,3,3,3
92579373,062,116,2,Divorced,5,4,1,3,4,3,3,2
95316851,064,95,2,Divorced,5,5,1,1,5,1,1,1
90576795,070,84,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
97576996,193,93,1,Married,4,4,4,3,3,2,3,2
92714330,050,127,1,Married,4,4,2,2,4,2,2,2
97574843,058,107,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95575805,077,86,2,Divorced,5,4,2,2,5,2,2,2
99540253,022,121,2,Married,5,3,2,3,4,2,2,2
98578080,077,82,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95714238,034,99,1,Divorced,5,2,3,3,5,2,2,1
94579290,060,113,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
97712294,054,121,2,Divorced,4,4,2,4,5,2,2,2
57144668,071,110,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90578981,040,99,1,Divorced,4,4,1,1,3,2,2,2
57199659,999,88,2,NA,5,3,2,5,2,4,4,5
97574486,041,102,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
94712372,077,124,2,Married,4,2,2,2,4,2,4,2
97714918,014,87,1,Married,5,3,2,3,2,3,3,2
93714289,072,115,NA,Divorced,5,5,1,1,5,2,3,1
94570016,042,108,1,Divorced,4,3,2,2,5,2,2,1
91886941,039,103,2,Married,4,4,2,2,4,2,2,2
97506797,017,83,NA,Married,4,3,3,2,4,2,2,1
96578582,065,92,1,Divorced,4,2,4,4,4,2,2,2
92715194,077,74,1,Married,5,4,1,1,4,2,3,2
95573610,072,85,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
98575077,010,86,2,Married,4,2,2,2,2,2,2,2
98577985,058,88,1,Married,4,4,2,4,2,2,4,2
92576484,077,93,1,Married,5,4,2,2,2,3,3,4
94570623,058,94,1,Married,4,4,2,3,4,2,3,4
96678573,053,87,2,Divorced,4,4,2,2,4,2,4,4
96712916,086,NA,1,Married,5,4,2,2,5,2,2,1
91583938,062,94,2,Married,3,3,2,3,2,3,2,3
98576409,041,88,NA,Married,4,3,3,3,5,3,3,1
90718178,058,112,2,Married,2,1,2,1,2,2,2,2
99506592,041,94,2,Divorced,5,5,1,1,2,2,3,2
93579336,259,NA,2,Married,2,3,3,5,5,4,2,1
93579263,019,91,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92573956,049,86,1,Married,4,4,3,3,2,2,3,3
98575829,146,114,2,Divorced,4,2,3,2,4,2,2,2
93576593,146,101,1,Married,4,2,2,2,3,2,2,2
92570427,081,98,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
95506993,041,81,2,Divorced,5,4,3,4,4,3,3,1
96713234,077,96,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
96710888,067,NA,2,Divorced,4,4,2,2,3,3,3,3
57128850,118,100,2,Married,4,4,2,2,3,3,3,2
93572260,077,105,1,Married,4,3,2,3,5,2,3,2
97575025,060,90,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91572927,059,88,1,Divorced,5,5,1,1,3,3,2,3
57210727,084,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92579987,154,117,2,Married,4,3,2,2,4,2,3,2
90614071,020,113,2,Divorced,5,4,2,2,3,3,3,2
98571873,077,107,2,Divorced,3,3,3,3,4,3,3,3
95575392,034,109,1,Married,4,2,2,4,4,3,4,2
57166588,076,106,2,NA,3,2,3,3,2,3,3,4
94714384,029,105,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
92716907,088,93,2,Married,4,3,2,3,4,3,3,2
97571812,058,122,1,Married,5,4,2,2,5,2,2,2
92574090,039,112,1,Divorced,5,4,2,2,3,3,2,3
92508620,041,91,1,Married,4,4,2,3,2,3,3,2
96546993,066,101,1,Divorced,4,2,2,2,2,3,3,4
92571404,057,98,2,Married,5,3,2,2,2,2,3,2
94614078,084,122,1,Married,5,4,3,2,5,1,2,1
90506996,088,120,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
91710151,080,90,2,Married,4,4,2,4,2,2,3,2
57100270,077,103,1,Divorced,4,4,2,4,2,3,4,2
91710885,049,112,2,Married,4,4,2,2,4,4,4,2
91576567,033,108,2,Married,5,5,1,1,3,2,3,1
96570536,018,99,2,Married,4,4,2,2,3,3,3,2
97712218,162,104,1,Divorced,3,1,3,3,2,2,2,5
96506158,018,123,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92576814,078,122,1,NA,5,5,1,2,5,1,1,1
94576631,073,118,2,Married,3,3,2,3,4,2,2,2
93506893,039,93,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92715930,084,117,1,Married,4,4,2,2,3,2,3,3
92575993,149,118,2,Divorced,3,2,2,2,2,2,4,3
90577881,077,112,2,Married,4,4,2,2,4,2,3,2
57185359,077,88,1,Married,4,3,2,2,5,2,2,1
95570128,044,101,2,NA,4,4,2,2,4,3,2,2
97711362,077,92,1,Married,4,4,2,2,2,2,3,2
99575905,071,121,1,Married,4,3,1,2,5,2,2,1
90576698,065,82,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91606924,087,91,2,Married,2,2,3,4,5,3,2,2
99579956,077,111,1,Married,4,4,2,2,3,3,3,2
93575124,191,NA,1,Divorced,4,4,2,2,4,3,4,2
99718829,010,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91575329,187,73,2,Married,1,5,5,5,1,5,1,1
91578842,064,98,2,Divorced,3,4,2,3,3,4,4,2
99506794,049,98,2,Married,2,4,4,4,4,3,2,2
94576690,046,88,2,Married,4,4,2,3,3,2,3,2
95576255,033,95,NA,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
96713395,034,90,1,Divorced,2,2,4,4,4,2,2,2
91715954,025,120,2,Married,4,2,2,3,2,2,2,2
90574201,077,95,NA,Divorced,3,3,3,3,4,3,3,1
95710936,035,116,1,Divorced,4,4,2,2,4,2,2,2
91572201,170,72,2,Married,4,3,4,4,3,2,2,4
91780935,092,78,1,Married,5,4,3,2,5,2,2,1
97715224,152,111,2,Married,4,4,2,4,4,2,2,2
94575526,081,96,2,Married,4,3,2,2,4,4,3,2
18676822,077,95,2,Divorced,5,4,2,1,2,4,3,3
95576782,049,104,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
97574616,127,102,1,Married,4,3,2,2,3,2,3,3
93572326,075,84,2,Married,5,5,2,2,4,3,3,2
95507855,054,105,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90576997,091,124,1,Divorced,4,4,3,3,5,1,2,1
98540752,142,101,1,Divorced,4,4,2,2,5,3,3,2
93578886,085,121,2,Married,4,3,2,2,5,3,3,1
99578847,052,114,1,Married,4,4,2,2,4,2,2,2
98500218,050,120,1,Divorced,4,2,2,4,4,4,4,2
98577484,179,86,1,NA,3,3,2,2,3,2,2,2
90711975,065,89,1,Married,4,4,3,2,5,1,3,1
99504849,122,112,1,Divorced,5,4,2,2,4,2,2,2
97579985,024,91,NA,Divorced,4,4,2,1,3,3,2,2
91885928,025,113,1,Married,5,4,2,2,3,2,2,2
91374970,193,92,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93718280,091,94,1,Married,4,5,4,1,5,4,4,2
95570878,077,111,1,Married,5,4,2,2,4,4,3,2
91586968,173,97,2,Married,3,3,2,2,3,3,3,2
99504521,052,106,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
93573957,012,76,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96678471,027,93,NA,Married,4,5,2,2,4,5,2,2
92575208,053,118,1,Married,4,3,2,2,5,2,1,1
96571872,166,98,2,Married,4,4,2,2,3,4,3,3
99579247,003,106,2,Married,4,4,2,3,3,2,3,2
93508964,022,105,2,Married,4,4,2,2,3,3,3,3
93576492,068,95,1,Married,5,4,1,1,4,4,4,2
91576290,046,111,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91578892,007,106,2,Divorced,5,4,2,2,2,4,4,3
95575208,003,111,2,Married,4,3,2,2,5,3,3,1
96576592,003,127,2,Married,5,4,2,5,4,5,4,2
91886905,075,97,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
95575876,174,79,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94712998,012,NA,1,Married,4,2,2,1,4,2,2,2
93578897,187,110,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
92574627,028,96,1,Married,4,3,2,3,4,2,2,2
94506621,077,96,1,Divorced,5,4,1,1,5,1,1,1
97719937,059,NA,2,Married,4,4,2,2,3,3,4,2
93573946,010,93,1,Married,4,4,2,2,1,2,2,2
93571972,085,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93506942,074,116,1,Divorced,4,4,2,2,4,2,2,2
92715932,077,NA,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
98710118,010,113,1,Married,5,4,2,3,5,4,3,3
96578095,074,88,2,Married,5,4,2,2,3,4,3,3
92576887,086,106,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99574509,044,99,2,Married,5,4,2,2,5,2,2,2
95575329,066,111,1,Married,3,4,2,2,4,4,4,2
91576762,076,93,1,Married,2,4,2,4,4,4,3,2
95576438,076,96,1,Married,1,2,5,5,5,2,2,2
98503607,121,122,2,Married,3,3,2,2,4,3,3,2
92500119,057,104,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
90500759,050,102,2,Married,5,5,3,2,3,4,4,2
92578840,079,86,1,NA,3,3,3,3,2,3,3,3
91579968,006,114,1,Married,4,5,4,4,2,3,3,3
93574312,067,NA,1,Married,5,5,1,2,5,1,2,1
95578888,034,84,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
99570028,078,99,2,Divorced,5,5,2,3,3,2,2,1
96571503,166,118,2,Married,5,4,2,2,4,2,2,2
96579989,077,NA,NA,Married,NA,NA,NA,NA,NA,NA,NA,NA
99714996,077,124,2,Married,2,2,2,3,3,2,2,2
98572280,068,81,1,Divorced,4,4,3,2,2,3,3,4
57117997,072,111,NA,Married,4,4,2,2,3,4,4,4
98712340,077,126,1,NA,3,2,3,4,4,1,1,2
98576539,029,115,2,Married,4,3,2,2,4,2,2,2
95578940,088,76,2,Married,5,4,2,5,4,2,4,2
94710376,053,96,1,Married,5,3,3,2,3,4,2,2
99717965,139,101,1,Married,3,4,2,2,4,2,2,2
99717862,001,90,1,Married,5,4,2,2,4,2,2,2
90614674,084,97,1,Married,3,3,3,3,3,3,3,3
96500833,084,82,2,Married,4,4,2,3,3,3,3,2
96718209,035,123,1,Married,4,4,2,2,4,2,2,2
94578841,066,85,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95546779,158,103,1,Married,5,4,2,2,4,3,2,2
97606526,077,79,2,Married,5,4,2,1,5,2,2,2
99578240,066,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90710137,067,105,2,Married,4,4,1,2,4,1,1,1
94571212,028,NA,2,Married,5,4,2,2,3,3,3,3
91711168,084,92,1,Married,5,4,2,3,3,2,2,3
90716284,012,99,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
90578149,041,98,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
92578021,044,80,1,Married,3,2,3,3,2,3,3,3
93716093,191,82,1,Married,5,4,1,1,2,2,2,2
95575031,058,80,1,Married,4,4,2,2,3,3,3,2
97506235,164,107,1,Married,5,5,1,1,5,2,1,1
95573497,094,95,2,Divorced,4,3,2,3,3,3,3,2
26710369,153,122,1,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94718329,371,76,2,Married,4,4,3,3,4,3,3,3
92579936,006,118,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
96506298,172,100,1,Married,5,5,2,5,5,2,2,2
95578947,064,111,1,Divorced,4,4,2,2,4,2,2,2
94716198,269,114,2,Married,5,3,2,2,3,2,2,3
98572442,049,86,1,Divorced,5,4,2,2,NA,2,4,2
90540651,003,NA,2,Divorced,4,3,3,4,4,3,3,3
96676258,020,120,1,Married,NA,NA,NA,NA,NA,NA,NA,NA
95508635,080,94,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
94500150,056,94,1,Married,3,3,3,3,4,4,3,1
97500056,026,93,1,Married,4,3,2,2,4,2,3,2
96575157,066,119,1,Divorced,5,4,2,2,4,1,3,2
99577981,075,105,1,Married,4,3,2,3,4,3,3,2
91570525,081,105,2,Divorced,1,1,1,1,1,1,1,1
97573417,014,114,1,Married,4,4,2,3,3,2,2,2
95579337,186,102,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
91573323,058,103,2,Divorced,NA,NA,NA,NA,NA,NA,NA,NA
91588925,999,118,2,NA,5,4,2,2,5,2,2,2
95718913,154,95,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
94576897,371,95,1,Divorced,4,4,2,2,4,2,2,1
96716993,072,111,1,Divorced,5,5,2,2,5,2,2,1
93578116,077,100,1,Divorced,5,4,2,4,2,2,2,4
92572119,075,95,1,Divorced,5,NA,NA,NA,NA,NA,NA,NA
91588947,049,101,1,Married,4,2,2,3,4,3,3,2
96571668,020,108,2,Married,NA,NA,NA,NA,NA,NA,NA,NA
